subject,task,task_display,group,value
sub-010,j4,J4,Default,0.5708451928933815
sub-010,j5,J5,Subcortical,0.25204445887744
sub-010,j5,J5,Visual,0.6038755977989014
sub-010,j5,J5,Somato-Motor,0.6474380669195755
sub-010,j5,J5,Dorsal Attention,0.6131287181261335
sub-010,j5,J5,Salience/Ventral Attention,0.5782511120148411
sub-010,j5,J5,Limbic,0.5167991215403221
sub-010,j5,J5,Control,0.49820264923723334
sub-010,j5,J5,Default,0.5547668130195501
sub-010,j6,J6,Subcortical,0.21833947387537353
sub-010,j6,J6,Visual,0.6281246423329002
sub-010,j6,J6,Somato-Motor,0.6469667080478886
sub-010,j6,J6,Dorsal Attention,0.6113183217845394
sub-010,j6,J6,Salience/Ventral Attention,0.5907052666476393
sub-010,j6,J6,Limbic,0.5150697606537485
sub-010,j6,J6,Control,0.39656157928420777
sub-010,j6,J6,Default,0.5353598842588778
sub-012,memory,Memory,Subcortical,0.22643819536020626
sub-012,memory,Memory,Visual,0.4142195141872874
sub-012,memory,Memory,Somato-Motor,0.4919541543436091
sub-012,memory,Memory,Dorsal Attention,0.44310996718838297
sub-012,memory,Memory,Salience/Ventral Attention,0.45140118290385584
sub-012,memory,Memory,Limbic,0.32397431839673707
sub-012,memory,Memory,Control,0.41861068647741984
sub-012,memory,Memory,Default,0.40224284136507876
sub-012,counting,Counting,Subcortical,0.4257443078549341
sub-012,counting,Counting,Visual,0.6334425193319171
sub-012,counting,Counting,Somato-Motor,0.6967901445875998
sub-012,counting,Counting,Dorsal Attention,0.6885180913527348
sub-012,counting,Counting,Salience/Ventral Attention,0.6820985971410942
sub-012,counting,Counting,Limbic,0.5299566468136344
sub-012,counting,Counting,Control,0.669868256569724
sub-012,counting,Counting,Default,0.6061323239933839
sub-012,j1,J1,Subcortical,0.18609183248168798
sub-012,j1,J1,Visual,0.3794149083810844
sub-012,j1,J1,Somato-Motor,0.3794394231550365
sub-012,j1,J1,Dorsal Attention,0.05752468734992335
sub-012,j1,J1,Salience/Ventral Attention,0.2794254619232313
sub-012,j1,J1,Limbic,0.24079765410497603
sub-012,j1,J1,Control,0.03877303980977047
sub-012,j1,J1,Default,0.32973314286917355
sub-012,j2,J2,Subcortical,0.4645022865420828
sub-012,j2,J2,Visual,0.6132184615217741
sub-012,j2,J2,Somato-Motor,0.7108628542785578
sub-012,j2,J2,Dorsal Attention,0.6258733070613117
sub-012,j2,J2,Salience/Ventral Attention,0.697814138133074
sub-012,j2,J2,Limbic,0.5092774322272569
sub-012,j2,J2,Control,0.6690351064279381
sub-012,j2,J2,Default,0.6290005848205654
sub-012,j3,J3,Subcortical,0.14375840277980148
sub-012,j3,J3,Visual,0.20773998048799094
sub-012,j3,J3,Somato-Motor,0.31636562953053343
sub-012,j3,J3,Dorsal Attention,0.31631243874136933
sub-012,j3,J3,Salience/Ventral Attention,0.2875916615125507
sub-012,j3,J3,Limbic,0.1543864129632493
sub-012,j3,J3,Control,0.2965736468658492
sub-012,j3,J3,Default,0.21967850910277406
sub-012,j4,J4,Subcortical,0.2034903927896412
sub-012,j4,J4,Visual,0.3513886404652004
sub-012,j4,J4,Somato-Motor,0.3719174535209698
sub-012,j4,J4,Dorsal Attention,0.3704461796345353
sub-012,j4,J4,Salience/Ventral Attention,0.37204777285107504
sub-012,j4,J4,Limbic,0.22350205258136824
sub-012,j4,J4,Control,0.36480635673257705
sub-012,j4,J4,Default,0.3298036308426064
sub-012,j5,J5,Subcortical,0.21692220499848608
sub-012,j5,J5,Visual,0.35855888991088125
sub-012,j5,J5,Somato-Motor,0.37167733026852695
sub-012,j5,J5,Dorsal Attention,0.3499919599966122
sub-012,j5,J5,Salience/Ventral Attention,0.3229367747068254
sub-012,j5,J5,Limbic,0.18321442937695817
sub-012,j5,J5,Control,0.3451466020605306
sub-012,j5,J5,Default,0.34666096602879615
sub-012,j6,J6,Subcortical,0.09121975110288864
sub-012,j6,J6,Visual,0.19376301501034385
sub-012,j6,J6,Somato-Motor,0.2075699912453552
sub-012,j6,J6,Dorsal Attention,0.17871666149777882
sub-012,j6,J6,Salience/Ventral Attention,0.17947391450827235
sub-012,j6,J6,Limbic,0.09467442084548038
sub-012,j6,J6,Control,0.15228484250577617
sub-012,j6,J6,Default,0.11816251177110451
sub-012,j7,J7,Subcortical,0.46230599230383196
sub-012,j7,J7,Visual,0.5721919585494276
sub-012,j7,J7,Somato-Motor,0.6484251835662285
sub-012,j7,J7,Dorsal Attention,0.6394108852534189
sub-012,j7,J7,Salience/Ventral Attention,0.6307673120328173
sub-012,j7,J7,Limbic,0.44596634441646826
sub-012,j7,J7,Control,0.6321564576614854
sub-012,j7,J7,Default,0.5915943595016647
sub-012,j8,J8,Subcortical,0.23790963236224424
sub-012,j8,J8,Visual,0.39249154134755987
sub-012,j8,J8,Somato-Motor,0.48182930322818884
sub-012,j8,J8,Dorsal Attention,0.5150343589995022
sub-012,j8,J8,Salience/Ventral Attention,0.48601943784721435
sub-012,j8,J8,Limbic,0.3865207519650805
sub-012,j8,J8,Control,0.51100171387933
sub-012,j8,J8,Default,0.4114400892982271
sub-014,memory,Memory,Subcortical,0.4794333284409371
sub-014,memory,Memory,Visual,0.5633287401869894
sub-014,memory,Memory,Somato-Motor,0.6290203437527702
sub-014,memory,Memory,Dorsal Attention,0.589121137928324
sub-014,memory,Memory,Salience/Ventral Attention,0.6164102184178224
sub-014,memory,Memory,Limbic,0.5226650520970159
sub-014,memory,Memory,Control,0.5984547748286979
sub-014,memory,Memory,Default,0.5953685900979
sub-014,counting,Counting,Subcortical,0.40833283476327914
sub-014,counting,Counting,Visual,0.475719699712202
sub-014,counting,Counting,Somato-Motor,0.5718084050644393
sub-014,counting,Counting,Dorsal Attention,0.5478429480943585
sub-014,counting,Counting,Salience/Ventral Attention,0.5741251767938578
sub-014,counting,Counting,Limbic,0.4478409141281032
sub-014,counting,Counting,Control,0.4880944943443081
sub-014,counting,Counting,Default,0.4737194710746966
sub-014,j1,J1,Subcortical,0.4661557820775041
sub-014,j1,J1,Visual,0.5524579801905333
sub-014,j1,J1,Somato-Motor,0.6129367808025402
sub-014,j1,J1,Dorsal Attention,0.6375527443202214
sub-014,j1,J1,Salience/Ventral Attention,0.6351101148802699
sub-014,j1,J1,Limbic,0.5009481120769135
sub-014,j1,J1,Control,0.604303923734748
sub-014,j1,J1,Default,0.5273020534007756
sub-014,j2,J2,Subcortical,0.5399411848799202
sub-014,j2,J2,Visual,0.6743843540153068
sub-014,j2,J2,Somato-Motor,0.6817317274895225
sub-014,j2,J2,Dorsal Attention,0.6704032650728055
sub-014,j2,J2,Salience/Ventral Attention,0.6909905986557288
sub-014,j2,J2,Limbic,0.5007685735919782
sub-014,j2,J2,Control,0.6582174415726982
sub-014,j2,J2,Default,0.6217378630433197
sub-014,j3,J3,Subcortical,0.4672334222697394
sub-014,j3,J3,Visual,0.5420181708591593
sub-014,j3,J3,Somato-Motor,0.5797872059553334
sub-014,j3,J3,Dorsal Attention,0.5445692227250011
sub-014,j3,J3,Salience/Ventral Attention,0.553274897741246
sub-014,j3,J3,Limbic,0.44529934297323065
sub-014,j3,J3,Control,0.5119605136394212
sub-014,j3,J3,Default,0.5079474074887591
sub-014,j4,J4,Subcortical,0.5386393262688242
sub-014,j4,J4,Visual,0.6218049554543243
sub-014,j4,J4,Somato-Motor,0.6383320925499673
sub-014,j4,J4,Dorsal Attention,0.6518208877245252
sub-014,j4,J4,Salience/Ventral Attention,0.6623979275989594
sub-014,j4,J4,Limbic,0.5555268850701702
sub-014,j4,J4,Control,0.6370306352674476
sub-014,j4,J4,Default,0.6350197355435738
sub-014,j5,J5,Subcortical,0.5349852535591497
sub-014,j5,J5,Visual,0.6065179205773065
sub-014,j5,J5,Somato-Motor,0.6897104896311699
sub-014,j5,J5,Dorsal Attention,0.644415689223979
sub-014,j5,J5,Salience/Ventral Attention,0.6860895525856998
sub-014,j5,J5,Limbic,0.469862864137128
sub-014,j5,J5,Control,0.6132828345042166
sub-014,j5,J5,Default,0.622308071469383
sub-014,j6,J6,Subcortical,0.3969141938316553
sub-014,j6,J6,Visual,0.5252885677361574
sub-014,j6,J6,Somato-Motor,0.5568507635790743
sub-014,j6,J6,Dorsal Attention,0.5732742838453465
sub-014,j6,J6,Salience/Ventral Attention,0.5722553988295906
sub-014,j6,J6,Limbic,0.3560809027198859
sub-014,j6,J6,Control,0.5182971493686251
sub-014,j6,J6,Default,0.5124276392223037
sub-014,j7,J7,Subcortical,0.5508728844860337
sub-014,j7,J7,Visual,0.6723853862244894
sub-014,j7,J7,Somato-Motor,0.6887595061664205
sub-014,j7,J7,Dorsal Attention,0.6949110102635689
sub-014,j7,J7,Salience/Ventral Attention,0.699362539076935
sub-014,j7,J7,Limbic,0.5095779231383264
sub-014,j7,J7,Control,0.6336563382470661
sub-014,j7,J7,Default,0.6404269505018647
sub-014,j8,J8,Subcortical,0.5133776544659873
sub-014,j8,J8,Visual,0.6808115920797181
sub-014,j8,J8,Somato-Motor,0.6639033464287628
sub-014,j8,J8,Dorsal Attention,0.6567692052478389
sub-014,j8,J8,Salience/Ventral Attention,0.6801914484211631
sub-014,j8,J8,Limbic,0.490187148258201
sub-014,j8,J8,Control,0.6227136464135236
sub-014,j8,J8,Default,0.6593995182985017
sub-016,memory,Memory,Subcortical,0.1317923921145509
sub-016,memory,Memory,Visual,0.2258908085948258
sub-016,memory,Memory,Somato-Motor,0.2394934365970929
sub-016,memory,Memory,Dorsal Attention,0.27851820460604787
sub-016,memory,Memory,Salience/Ventral Attention,0.2239783438023463
sub-016,memory,Memory,Limbic,0.08788043575247113
sub-016,memory,Memory,Control,0.19234943475580454
sub-016,memory,Memory,Default,0.17045373066916678
sub-016,counting,Counting,Subcortical,0.17310872422963872
sub-016,counting,Counting,Visual,0.41265677981469395
sub-016,counting,Counting,Somato-Motor,0.44958689957963405
sub-016,counting,Counting,Dorsal Attention,0.43707681834918827
sub-016,counting,Counting,Salience/Ventral Attention,0.3784294846147656
sub-016,counting,Counting,Limbic,0.16831230289891824
sub-016,counting,Counting,Control,0.3011063527127084
sub-016,counting,Counting,Default,0.3172393742941871
sub-016,j1,J1,Subcortical,0.17142678937985575
sub-016,j1,J1,Visual,0.3282778279918538
sub-016,j1,J1,Somato-Motor,0.32470822039027253
sub-016,j1,J1,Dorsal Attention,0.3797202435990384
sub-016,j1,J1,Salience/Ventral Attention,0.3849237365038638
sub-016,j1,J1,Limbic,0.29232211091424853
sub-016,j1,J1,Control,0.36997862127261416
sub-016,j1,J1,Default,0.31301029960125004
sub-016,j2,J2,Subcortical,0.10089490104226383
sub-016,j2,J2,Visual,0.2444182782626371
sub-016,j2,J2,Somato-Motor,0.22389093479449312
sub-016,j2,J2,Dorsal Attention,0.2842835276142644
sub-016,j2,J2,Salience/Ventral Attention,0.20627562055479798
sub-016,j2,J2,Limbic,0.10168914365180674
sub-016,j2,J2,Control,0.1825419383237937
sub-016,j2,J2,Default,0.18473802328932334
sub-016,j3,J3,Subcortical,0.2566279111146944
sub-016,j3,J3,Visual,0.45344004757744705
sub-016,j3,J3,Somato-Motor,0.4672075509399874
sub-016,j3,J3,Dorsal Attention,0.4582316811643065
sub-016,j3,J3,Salience/Ventral Attention,0.45493736785592065
sub-016,j3,J3,Limbic,0.3279382159345454
sub-016,j3,J3,Control,0.43797126618549886
sub-016,j3,J3,Default,0.39804984681692707
sub-016,j4,J4,Subcortical,0.17278143244349173
sub-016,j4,J4,Visual,0.32153221651362046
sub-016,j4,J4,Somato-Motor,0.3153699016567134
sub-016,j4,J4,Dorsal Attention,0.3460066811525317
sub-016,j4,J4,Salience/Ventral Attention,0.2592091797003616
sub-016,j4,J4,Limbic,0.23896492061709254
sub-016,j4,J4,Control,0.3293862185102005
sub-016,j4,J4,Default,0.25515892029242393
sub-016,j5,J5,Subcortical,0.03927128844055162
sub-016,j5,J5,Visual,0.14654470344577464
sub-016,j5,J5,Somato-Motor,0.23493257792016561
sub-016,j5,J5,Dorsal Attention,0.17515140448905328
sub-016,j5,J5,Salience/Ventral Attention,0.24209442791797547
sub-016,j5,J5,Limbic,0.13508105575861296
sub-016,j5,J5,Control,0.12975780002388992
sub-016,j5,J5,Default,0.1608004827994563
sub-016,j6,J6,Subcortical,0.3162014645200048
sub-016,j6,J6,Visual,0.5334562882735018
sub-016,j6,J6,Somato-Motor,0.5425617038075001
sub-016,j6,J6,Dorsal Attention,0.558054643912613
sub-016,j6,J6,Salience/Ventral Attention,0.5405532208560817
sub-016,j6,J6,Limbic,0.39716861274255505
sub-016,j6,J6,Control,0.5490368115746583
sub-016,j6,J6,Default,0.5139447958890012
sub-016,j7,J7,Subcortical,0.12214510793953326
sub-016,j7,J7,Visual,0.2544951459186844
sub-016,j7,J7,Somato-Motor,0.32028549627900355
sub-016,j7,J7,Dorsal Attention,0.3470750831922991
sub-016,j7,J7,Salience/Ventral Attention,0.3443622593929685
sub-016,j7,J7,Limbic,0.15522471825006812
sub-016,j7,J7,Control,0.3305012634226854
sub-016,j7,J7,Default,0.254968877971296
sub-016,j8,J8,Subcortical,0.10458755972864728
sub-016,j8,J8,Visual,0.33035666219385046
sub-016,j8,J8,Somato-Motor,0.34148444371028475
sub-016,j8,J8,Dorsal Attention,0.41486936946205477
sub-016,j8,J8,Salience/Ventral Attention,0.33864899335684323
sub-016,j8,J8,Limbic,0.20925264420663073
sub-016,j8,J8,Control,0.3559281204263704
sub-016,j8,J8,Default,0.3159311536613145
sub-017,memory,Memory,Subcortical,0.2969304829731209
sub-017,memory,Memory,Visual,0.36577016055149647
sub-017,memory,Memory,Somato-Motor,0.44483024341456906
sub-017,memory,Memory,Dorsal Attention,0.45943082537991453
sub-017,memory,Memory,Salience/Ventral Attention,0.43648223536412994
sub-017,memory,Memory,Limbic,0.33482539950533263
sub-017,memory,Memory,Control,0.3725532393842507
sub-017,memory,Memory,Default,0.34314750962870033
sub-017,counting,Counting,Subcortical,0.24740739721026633
sub-017,counting,Counting,Visual,0.3231650562767231
sub-017,counting,Counting,Somato-Motor,0.3870287889332618
sub-017,counting,Counting,Dorsal Attention,0.37926727770881613
sub-017,counting,Counting,Salience/Ventral Attention,0.34243762373493736
sub-017,counting,Counting,Limbic,0.11757934869018244
sub-017,counting,Counting,Control,0.2579348226769245
sub-017,counting,Counting,Default,0.28590205498045546
sub-017,j1,J1,Subcortical,0.35318996124802576
sub-017,j1,J1,Visual,0.3930742699460331
sub-017,j1,J1,Somato-Motor,0.43167194561608757
sub-017,j1,J1,Dorsal Attention,0.4720574717019311
sub-017,j1,J1,Salience/Ventral Attention,0.45098283919896204
sub-017,j1,J1,Limbic,0.3118314349483475
sub-017,j1,J1,Control,0.4373870860988404
sub-017,j1,J1,Default,0.44994411034084003
sub-017,j2,J2,Subcortical,0.40178187295099355
sub-017,j2,J2,Visual,0.3436802180001954
sub-017,j2,J2,Somato-Motor,0.510342157828294
sub-017,j2,J2,Dorsal Attention,0.5282850416432164
sub-017,j2,J2,Salience/Ventral Attention,0.5355990751398286
sub-017,j2,J2,Limbic,0.3259307039330301
sub-017,j2,J2,Control,0.5175845698472337
sub-017,j2,J2,Default,0.46960647716788817
sub-017,j3,J3,Subcortical,0.29213134828391796
sub-017,j3,J3,Visual,0.41706824750333243
sub-017,j3,J3,Somato-Motor,0.49704555424807384
sub-017,j3,J3,Dorsal Attention,0.44702340545942054
sub-017,j3,J3,Salience/Ventral Attention,0.41505811936041986
sub-017,j3,J3,Limbic,0.35973270592204454
sub-017,j3,J3,Control,0.434049713930548
sub-017,j3,J3,Default,0.44139877836631103
sub-017,j4,J4,Subcortical,0.3305963813262147
sub-017,j4,J4,Visual,0.4274240276922809
sub-017,j4,J4,Somato-Motor,0.5035192016171294
sub-017,j4,J4,Dorsal Attention,0.48048365578247565
sub-017,j4,J4,Salience/Ventral Attention,0.45558988889153484
sub-017,j4,J4,Limbic,0.4022557995345264
sub-017,j4,J4,Control,0.5092776100401714
sub-017,j4,J4,Default,0.41337753867154403
sub-017,j5,J5,Subcortical,0.40223812848319884
sub-017,j5,J5,Visual,0.42021103359360684
sub-017,j5,J5,Somato-Motor,0.5771322374669596
sub-017,j5,J5,Dorsal Attention,0.5256204565581535
sub-017,j5,J5,Salience/Ventral Attention,0.4692778185959851
sub-017,j5,J5,Limbic,0.38935263037223733
sub-017,j5,J5,Control,0.5047310098669174
sub-017,j5,J5,Default,0.46250471812262783
sub-017,j6,J6,Subcortical,0.36788824687521976
sub-017,j6,J6,Visual,0.3816439661708791
sub-017,j6,J6,Somato-Motor,0.5150982662773314
sub-017,j6,J6,Dorsal Attention,0.5313472807471724
sub-017,j6,J6,Salience/Ventral Attention,0.4696378148095153
sub-017,j6,J6,Limbic,0.32456033800678585
sub-017,j6,J6,Control,0.40495645551308007
sub-017,j6,J6,Default,0.3950238995794204
sub-017,j7,J7,Subcortical,0.356648619700591
sub-017,j7,J7,Visual,0.242460437408439
sub-017,j7,J7,Somato-Motor,0.4819124388872117
sub-017,j7,J7,Dorsal Attention,0.5168381785750635
sub-017,j7,J7,Salience/Ventral Attention,0.49527013707285195
sub-017,j7,J7,Limbic,0.455414769299953
sub-017,j7,J7,Control,0.48170105546668024
sub-017,j7,J7,Default,0.4427887307071681
sub-018,memory,Memory,Subcortical,0.09522555968357405
sub-018,memory,Memory,Visual,0.2814939704783889
sub-018,memory,Memory,Somato-Motor,0.3158392567540335
sub-018,memory,Memory,Dorsal Attention,0.258849401905134
sub-018,memory,Memory,Salience/Ventral Attention,0.2553055425732982
sub-018,memory,Memory,Limbic,0.11257286777636955
sub-018,memory,Memory,Control,0.19489478692073625
sub-018,memory,Memory,Default,0.1658731209042024
sub-018,counting,Counting,Subcortical,0.13486866351521343
sub-018,counting,Counting,Visual,0.37015492141780776
sub-018,counting,Counting,Somato-Motor,0.35816906471013377
sub-018,counting,Counting,Dorsal Attention,0.33152268961677855
sub-018,counting,Counting,Salience/Ventral Attention,0.2695602489423881
sub-018,counting,Counting,Limbic,0.22665500400292926
sub-018,counting,Counting,Control,0.2367813061496236
sub-018,counting,Counting,Default,0.26452570081368165
sub-018,j1,J1,Subcortical,0.21260205238674915
sub-018,j1,J1,Visual,0.33024923104432574
sub-018,j1,J1,Somato-Motor,0.3646618971997823
sub-018,j1,J1,Dorsal Attention,0.3473671876362731
sub-018,j1,J1,Salience/Ventral Attention,0.34643538273855
sub-018,j1,J1,Limbic,0.27381667349744526
sub-018,j1,J1,Control,0.3289743896653681
sub-018,j1,J1,Default,0.24635122206715607
sub-018,j2,J2,Subcortical,0.15510492949545046
sub-018,j2,J2,Visual,0.5794899721255553
sub-018,j2,J2,Somato-Motor,0.601978142122465
sub-018,j2,J2,Dorsal Attention,0.5554006838321218
sub-018,j2,J2,Salience/Ventral Attention,0.4589085109724308
sub-018,j2,J2,Limbic,0.47205999925163544
sub-018,j2,J2,Control,0.43496493507707235
sub-018,j2,J2,Default,0.5264283141507745
sub-018,j3,J3,Subcortical,0.1963106441595769
sub-018,j3,J3,Visual,0.49333032225161816
sub-018,j3,J3,Somato-Motor,0.495649959629507
sub-018,j3,J3,Dorsal Attention,0.5067925470853472
sub-018,j3,J3,Salience/Ventral Attention,0.48085954988346735
sub-018,j3,J3,Limbic,0.3020561481434886
sub-018,j3,J3,Control,0.44297624960748405
sub-018,j3,J3,Default,0.45475280731614043
sub-018,j4,J4,Subcortical,0.22672120961735462
sub-018,j4,J4,Visual,0.5752894161754916
sub-018,j4,J4,Somato-Motor,0.5500000658808982
sub-018,j4,J4,Dorsal Attention,0.5442800107490341
sub-018,j4,J4,Salience/Ventral Attention,0.4621279113747887
sub-018,j4,J4,Limbic,0.37044968883782636
sub-018,j4,J4,Control,0.38069001654727247
sub-018,j4,J4,Default,0.4624772273944105
sub-018,j5,J5,Subcortical,0.25309574261807116
sub-018,j5,J5,Visual,0.5509751436988553
sub-018,j5,J5,Somato-Motor,0.547695281043622
sub-018,j5,J5,Dorsal Attention,0.5451340073693757
sub-018,j5,J5,Salience/Ventral Attention,0.48677591855153723
sub-018,j5,J5,Limbic,0.4144866910755858
sub-018,j5,J5,Control,0.45434231832418814
sub-018,j5,J5,Default,0.49617723217498116
sub-018,j6,J6,Subcortical,0.3027704028209547
sub-018,j6,J6,Visual,0.6819085097759446
sub-018,j6,J6,Somato-Motor,0.6945917379537302
sub-018,j6,J6,Dorsal Attention,0.6750649715388943
sub-018,j6,J6,Salience/Ventral Attention,0.6284298778911318
sub-018,j6,J6,Limbic,0.5572085293265407
sub-018,j6,J6,Control,0.55747780504393
sub-018,j6,J6,Default,0.6093470997709501
sub-018,j7,J7,Subcortical,0.3138285086881109
sub-018,j7,J7,Visual,0.6502392232102666
sub-018,j7,J7,Somato-Motor,0.648865429961146
sub-018,j7,J7,Dorsal Attention,0.6354337971263507
sub-018,j7,J7,Salience/Ventral Attention,0.5880677236013996
sub-018,j7,J7,Limbic,0.5338642060942389
sub-018,j7,J7,Control,0.5589403360438515
sub-018,j7,J7,Default,0.6029546305641896
sub-018,j8,J8,Subcortical,0.25167041642745913
sub-018,j8,J8,Visual,0.6071722259498682
sub-018,j8,J8,Somato-Motor,0.65128424709259
sub-018,j8,J8,Dorsal Attention,0.6415924857486196
sub-018,j8,J8,Salience/Ventral Attention,0.5567581129748439
sub-018,j8,J8,Limbic,0.5463929108876553
sub-018,j8,J8,Control,0.5271538327249136
sub-018,j8,J8,Default,0.5884941130649992
sub-020,memory,Memory,Subcortical,0.3220917295322358
sub-020,memory,Memory,Visual,0.3950692823372512
sub-020,memory,Memory,Somato-Motor,0.4764449962393013
sub-020,memory,Memory,Dorsal Attention,0.4350793126052889
sub-020,memory,Memory,Salience/Ventral Attention,0.4762335873472386
sub-020,memory,Memory,Limbic,0.336647348375867
sub-020,memory,Memory,Control,0.42423900070674775
sub-020,memory,Memory,Default,0.39720352604130194
sub-020,counting,Counting,Subcortical,0.28286886974589404
sub-020,counting,Counting,Visual,0.4568039262929587
sub-020,counting,Counting,Somato-Motor,0.48098726836992867
sub-020,counting,Counting,Dorsal Attention,0.46953987261930397
sub-020,counting,Counting,Salience/Ventral Attention,0.49308265112653704
sub-020,counting,Counting,Limbic,0.26302135319654585
sub-020,counting,Counting,Control,0.45291929717190604
sub-020,counting,Counting,Default,0.42086066746039785
sub-020,j1,J1,Subcortical,0.22792315197136317
sub-020,j1,J1,Visual,0.4011375016130078
sub-020,j1,J1,Somato-Motor,0.32474629753675843
sub-020,j1,J1,Dorsal Attention,0.2825781678896532
sub-020,j1,J1,Salience/Ventral Attention,0.22770089300590668
sub-020,j1,J1,Limbic,0.2339788327872934
sub-020,j1,J1,Control,0.25567492574678524
sub-020,j1,J1,Default,0.3326710119867176
sub-020,j2,J2,Subcortical,0.1807186647606029
sub-020,j2,J2,Visual,0.3222214998617093
sub-020,j2,J2,Somato-Motor,0.41509623726760375
sub-020,j2,J2,Dorsal Attention,0.42395801889013507
sub-020,j2,J2,Salience/Ventral Attention,0.3582779335153594
sub-020,j2,J2,Limbic,0.21264985072319012
sub-020,j2,J2,Control,0.32796733300880526
sub-020,j2,J2,Default,0.3235446502464484
sub-020,j3,J3,Subcortical,0.31620366553209095
sub-020,j3,J3,Visual,0.4116595632253988
sub-020,j3,J3,Somato-Motor,0.40915521237831903
sub-020,j3,J3,Dorsal Attention,0.3508453892254023
sub-020,j3,J3,Salience/Ventral Attention,0.3381017699621211
sub-020,j3,J3,Limbic,0.23722285655548803
sub-020,j3,J3,Control,0.3559539546187751
sub-020,j3,J3,Default,0.3519252858184458
sub-020,j4,J4,Subcortical,0.2905868911838972
sub-020,j4,J4,Visual,0.454434308198113
sub-020,j4,J4,Somato-Motor,0.4513420396842126
sub-020,j4,J4,Dorsal Attention,0.410404515179897
sub-020,j4,J4,Salience/Ventral Attention,0.4746643711759557
sub-020,j4,J4,Limbic,0.25064648174942805
sub-020,j4,J4,Control,0.46543681454092317
sub-020,j4,J4,Default,0.4246829916093326
sub-021,memory,Memory,Subcortical,0.20442422335126767
sub-021,memory,Memory,Visual,0.40147380893000156
sub-021,memory,Memory,Somato-Motor,0.47851084366839014
sub-021,memory,Memory,Dorsal Attention,0.43748289019074266
sub-021,memory,Memory,Salience/Ventral Attention,0.4730466631268783
sub-021,memory,Memory,Limbic,0.2101104961076419
sub-021,memory,Memory,Control,0.4440400865931102
sub-021,memory,Memory,Default,0.37470827737125506
sub-021,counting,Counting,Subcortical,0.06924011911135906
sub-021,counting,Counting,Visual,0.36585630356353493
sub-021,counting,Counting,Somato-Motor,0.3724561726989069
sub-021,counting,Counting,Dorsal Attention,0.29533990261560333
sub-021,counting,Counting,Salience/Ventral Attention,0.2587417464354295
sub-021,counting,Counting,Limbic,0.12730799100093385
sub-021,counting,Counting,Control,0.12553542212585705
sub-021,counting,Counting,Default,0.17256077551787607
sub-021,j1,J1,Subcortical,0.21516701084129536
sub-021,j1,J1,Visual,0.38869240987818793
sub-021,j1,J1,Somato-Motor,0.4240290761932867
sub-021,j1,J1,Dorsal Attention,0.4097048964403097
sub-021,j1,J1,Salience/Ventral Attention,0.4066947877966065
sub-021,j1,J1,Limbic,0.09202320659978931
sub-021,j1,J1,Control,0.36598905108048313
sub-021,j1,J1,Default,0.32303506830772677
sub-021,j2,J2,Subcortical,0.17317863424448043
sub-021,j2,J2,Visual,0.32843214832902196
sub-021,j2,J2,Somato-Motor,0.4023143427233001
sub-021,j2,J2,Dorsal Attention,0.32600652815458175
sub-021,j2,J2,Salience/Ventral Attention,0.3753339840270118
sub-021,j2,J2,Limbic,0.11724030363034885
sub-021,j2,J2,Control,0.24004784671478174
sub-021,j2,J2,Default,0.2534733041809457
sub-021,j3,J3,Subcortical,0.170244358043962
sub-021,j3,J3,Visual,0.3477819139010244
sub-021,j3,J3,Somato-Motor,0.42187283144974413
sub-021,j3,J3,Dorsal Attention,0.37371753513231987
sub-021,j3,J3,Salience/Ventral Attention,0.3607844373038005
sub-021,j3,J3,Limbic,0.19604862983962681
sub-021,j3,J3,Control,0.2942455734796003
sub-021,j3,J3,Default,0.29456831319896193
sub-021,j4,J4,Subcortical,0.10996310200844067
sub-021,j4,J4,Visual,0.3436845024444594
sub-021,j4,J4,Somato-Motor,0.3856077508678659
sub-021,j4,J4,Dorsal Attention,0.3698336696366963
sub-021,j4,J4,Salience/Ventral Attention,0.28733124188131176
sub-021,j4,J4,Limbic,0.1701060045787983
sub-021,j4,J4,Control,0.27662142606908746
sub-021,j4,J4,Default,0.2570667725415788
sub-021,j5,J5,Subcortical,0.16695625455353766
sub-021,j5,J5,Visual,0.3077042718860879
sub-021,j5,J5,Somato-Motor,0.3405210147834567
sub-021,j5,J5,Dorsal Attention,0.35907256438168295
sub-021,j5,J5,Salience/Ventral Attention,0.312985837073277
sub-021,j5,J5,Limbic,0.13847598186572999
sub-021,j5,J5,Control,0.294469259157506
sub-021,j5,J5,Default,0.257331940800875
sub-021,j6,J6,Subcortical,0.1406597896694146
sub-021,j6,J6,Visual,0.28918927141984757
sub-021,j6,J6,Somato-Motor,0.35662736810023404
sub-021,j6,J6,Dorsal Attention,0.339834671035192
sub-021,j6,J6,Salience/Ventral Attention,0.3174990101103831
sub-021,j6,J6,Limbic,0.13183955559537808
sub-021,j6,J6,Control,0.20923584257691819
sub-021,j6,J6,Default,0.17619406143446964
sub-021,j7,J7,Subcortical,0.13618814087803033
sub-021,j7,J7,Visual,0.321943364816395
sub-021,j7,J7,Somato-Motor,0.40810373008164774
sub-021,j7,J7,Dorsal Attention,0.37791678173198207
sub-021,j7,J7,Salience/Ventral Attention,0.3499508077166059
sub-021,j7,J7,Limbic,0.20384211077354178
sub-021,j7,J7,Control,0.24204259147883728
sub-021,j7,J7,Default,0.23108267912989894
sub-021,j8,J8,Subcortical,0.10599261149949887
